名称,英文名称,星级,Id,类型,耐久,炮击,雷击,防空,航空,装填,反潜,命中,机动,耐久(增长),炮击(增长),雷击(增长),防空(增长),航空(增长),装填(增长),反潜(增长),命中(增长),机动(增长)
伊丽莎白女王,HMS Queen Elizabeth,2,205011,5,1250,78,0,40,0,53,0,22,6,33673,923,0,865,0,372,0,360,217
伊丽莎白女王,HMS Queen Elizabeth,3,205012,5,1555,97,0,50,0,53,0,22,6,33673,923,0,865,0,372,0,360,217
伊丽莎白女王,HMS Queen Elizabeth,4,205013,5,2165,136,0,69,0,53,0,22,6,33673,923,0,865,0,372,0,360,217
伊丽莎白女王,HMS Queen Elizabeth,5,205014,5,3080,194,0,98,0,53,0,22,6,33673,923,0,865,0,372,0,360,217
厌战,HMS Warspite,3,205021,5,1298,84,0,41,0,58,0,24,6,34842,925,0,896,0,406,0,400,217
厌战,HMS Warspite,4,205022,5,1615,105,0,51,0,58,0,24,6,34842,925,0,896,0,406,0,400,217
厌战,HMS Warspite,5,205023,5,2248,146,0,71,0,58,0,24,6,34842,925,0,896,0,406,0,400,217
厌战,HMS Warspite,6,205024,5,3197,209,0,101,0,58,0,24,6,34842,925,0,896,0,406,0,400,217
纳尔逊,HMS Nelson,2,205031,5,1276,79,0,41,0,55,0,22,6,34264,928,0,888,0,381,0,371,217
纳尔逊,HMS Nelson,3,205032,5,1587,98,0,51,0,55,0,22,6,34264,928,0,888,0,381,0,371,217
纳尔逊,HMS Nelson,4,205033,5,2210,137,0,71,0,55,0,22,6,34264,928,0,888,0,381,0,371,217
纳尔逊,HMS Nelson,5,205034,5,3144,196,0,101,0,55,0,22,6,34264,928,0,888,0,381,0,371,217
罗德尼,HMS Rodney,2,205041,5,1272,79,0,41,0,55,0,22,5,34154,928,0,888,0,381,0,371,210
罗德尼,HMS Rodney,3,205042,5,1582,98,0,51,0,55,0,22,5,34154,928,0,888,0,381,0,371,210
罗德尼,HMS Rodney,4,205043,5,2203,137,0,71,0,55,0,22,5,34154,928,0,888,0,381,0,371,210
罗德尼,HMS Rodney,5,205044,5,3134,196,0,101,0,55,0,22,5,34154,928,0,888,0,381,0,371,210
英王乔治五世,HMS King George V,3,205051,5,1334,82,0,49,0,57,0,22,7,35575,961,0,1072,0,400,0,371,222
英王乔治五世,HMS King George V,4,205052,5,1659,102,0,61,0,57,0,22,7,35575,961,0,1072,0,400,0,371,222
英王乔治五世,HMS King George V,5,205053,5,2310,143,0,85,0,57,0,22,7,35575,961,0,1072,0,400,0,371,222
英王乔治五世,HMS King George V,6,205054,5,3286,204,0,122,0,57,0,22,7,35575,961,0,1072,0,400,0,371,222
威尔士亲王,HMS Prince of Wales,3,205061,5,1334,82,0,43,0,57,0,22,7,35548,958,0,938,0,400,0,366,222
威尔士亲王,HMS Prince of Wales,4,205062,5,1659,102,0,54,0,57,0,22,7,35548,958,0,938,0,400,0,366,222
威尔士亲王,HMS Prince of Wales,5,205063,5,2310,143,0,75,0,57,0,22,7,35548,958,0,938,0,400,0,366,222
威尔士亲王,HMS Prince of Wales,6,205064,5,3286,204,0,106,0,57,0,22,7,35548,958,0,938,0,400,0,366,222
约克公爵,HMS Duke of York,3,205071,5,1334,82,0,42,0,56,0,22,7,35548,956,0,916,0,391,0,371,222
约克公爵,HMS Duke of York,4,205072,5,1659,102,0,52,0,56,0,22,7,35548,956,0,916,0,391,0,371,222
约克公爵,HMS Duke of York,5,205073,5,2310,143,0,73,0,56,0,22,7,35548,956,0,916,0,391,0,371,222
约克公爵,HMS Duke of York,6,205074,5,3286,203,0,104,0,56,0,22,7,35548,956,0,916,0,391,0,371,222
豪,HMS Howe,3,205091,5,1334,81,0,48,0,58,0,22,7,35548,952,0,1051,0,406,0,371,222
豪,HMS Howe,4,205092,5,1659,101,0,60,0,58,0,22,7,35548,952,0,1051,0,406,0,371,222
豪,HMS Howe,5,205093,5,2310,141,0,84,0,58,0,22,7,35548,952,0,1051,0,406,0,371,222
豪,HMS Howe,6,205094,5,3286,202,0,119,0,58,0,22,7,35548,952,0,1051,0,406,0,371,222
英勇,HMS Valiant,2,205101,5,1250,79,0,40,0,55,0,22,6,33314,932,0,865,0,385,0,371,200
英勇,HMS Valiant,3,205102,5,1555,99,0,50,0,55,0,22,6,33314,932,0,865,0,385,0,371,200
英勇,HMS Valiant,4,205103,5,2165,138,0,69,0,55,0,22,6,33314,932,0,865,0,385,0,371,200
英勇,HMS Valiant,5,205104,5,3080,196,0,98,0,55,0,22,6,33314,932,0,865,0,385,0,371,200
复仇,HMS Revenge,2,205111,5,1250,77,0,40,0,55,0,22,5,33314,915,0,865,0,385,0,371,188
复仇,HMS Revenge,3,205112,5,1555,96,0,50,0,55,0,22,5,33314,915,0,865,0,385,0,371,188
复仇,HMS Revenge,4,205113,5,2165,134,0,69,0,55,0,22,5,33314,915,0,865,0,385,0,371,188
复仇,HMS Revenge,5,205114,5,3080,192,0,98,0,55,0,22,5,33314,915,0,865,0,385,0,371,188
厌战.改,HMS Warspite,6,205124,5,3197,209,0,101,0,58,0,24,6,34842,925,0,896,0,406,0,400,217
前卫,HMS Vanguard,3,205131,5,1585,81,0,82,0,65,0,25,8,42234,948,0,1675,0,450,0,412,234
前卫,HMS Vanguard,4,205132,5,1972,101,0,102,0,65,0,25,8,42234,948,0,1675,0,450,0,412,234
前卫,HMS Vanguard,5,205133,5,2745,141,0,142,0,65,0,25,8,42234,948,0,1675,0,450,0,412,234
前卫,HMS Vanguard,6,205134,5,3905,201,0,203,0,65,0,25,8,42234,948,0,1675,0,450,0,412,234
皇家橡树,HMS Royal Oak,3,205141,5,1305,81,0,43,0,57,0,24,5,34777,947,0,933,0,400,0,389,188
皇家橡树,HMS Royal Oak,4,205142,5,1623,101,0,53,0,57,0,24,5,34777,947,0,933,0,400,0,389,188
皇家橡树,HMS Royal Oak,5,205143,5,2260,141,0,74,0,57,0,24,5,34777,947,0,933,0,400,0,389,188
皇家橡树,HMS Royal Oak,6,205144,5,3215,201,0,106,0,57,0,24,5,34777,947,0,933,0,400,0,389,188
纳尔逊.改,HMS Nelson,5,205154,5,3144,196,0,101,0,55,0,22,6,34264,928,0,888,0,381,0,371,217
竞技神,HMS Hermes,1,206011,6,687,0,0,46,52,64,0,26,18,18737,0,0,1007,707,442,0,429,380
竞技神,HMS Hermes,2,206012,6,855,0,0,57,65,64,0,26,18,18737,0,0,1007,707,442,0,429,380
竞技神,HMS Hermes,3,206013,6,1190,0,0,80,91,64,0,26,18,18737,0,0,1007,707,442,0,429,380
竞技神,HMS Hermes,4,206014,6,1693,0,0,114,129,64,0,26,18,18737,0,0,1007,707,442,0,429,380
百眼巨人,HMS Argus,2,206021,6,833,0,0,48,53,65,0,26,16,22694,0,0,1036,718,450,0,429,351
百眼巨人,HMS Argus,3,206022,6,1036,0,0,60,66,65,0,26,16,22694,0,0,1036,718,450,0,429,351
百眼巨人,HMS Argus,4,206023,6,1442,0,0,83,92,65,0,26,16,22694,0,0,1036,718,450,0,429,351
百眼巨人,HMS Argus,5,206024,6,2051,0,0,118,132,65,0,26,16,22694,0,0,1036,718,450,0,429,351
独角兽,HMS Unicorn,2,206031,6,890,0,0,50,57,66,0,27,18,23893,0,0,1085,763,462,0,441,375
独角兽,HMS Unicorn,3,206032,6,1107,0,0,62,71,66,0,27,18,23893,0,0,1085,763,462,0,441,375
独角兽,HMS Unicorn,4,206033,6,1541,0,0,87,99,66,0,27,18,23893,0,0,1085,763,462,0,441,375
独角兽,HMS Unicorn,5,206034,6,2192,0,0,124,142,66,0,27,18,23893,0,0,1085,763,462,0,441,375
半人马,HMS Centaur,3,206041,6,1105,0,0,50,80,59,0,31,19,29663,0,0,1085,995,409,0,499,397
半人马,HMS Centaur,4,206042,6,1374,0,0,62,100,59,0,31,19,29663,0,0,1085,995,409,0,499,397
半人马,HMS Centaur,5,206043,6,1913,0,0,87,140,59,0,31,19,29663,0,0,1085,995,409,0,499,397
半人马,HMS Centaur,6,206044,6,2722,0,0,124,199,59,0,31,19,29663,0,0,1085,995,409,0,499,397
追赶者,HMS Chaser,2,206051,6,778,0,0,48,56,68,0,28,15,21208,0,0,1044,746,475,0,452,373
追赶者,HMS Chaser,3,206052,6,968,0,0,60,70,68,0,28,15,21208,0,0,1044,746,475,0,452,373
追赶者,HMS Chaser,4,206053,6,1347,0,0,83,97,68,0,28,15,21208,0,0,1044,746,475,0,452,373
追赶者,HMS Chaser,5,206054,6,1917,0,0,119,139,68,0,28,15,21208,0,0,1044,746,475,0,452,373
英仙座,HMS Perseus,3,206061,6,916,0,0,49,61,62,0,28,18,24968,0,0,1072,806,431,0,458,413
英仙座,HMS Perseus,4,206062,6,1139,0,0,61,76,62,0,28,18,24968,0,0,1072,806,431,0,458,413
英仙座,HMS Perseus,5,206063,6,1586,0,0,85,106,62,0,28,18,24968,0,0,1072,806,431,0,458,413
英仙座,HMS Perseus,6,206064,6,2256,0,0,122,152,62,0,28,18,24968,0,0,1072,806,431,0,458,413
阿尔比恩,HMS Albion,3,206071,6,1105,0,0,51,81,60,0,32,19,29663,0,0,1096,1002,417,0,517,397
阿尔比恩,HMS Albion,4,206072,6,1374,0,0,63,101,60,0,32,19,29663,0,0,1096,1002,417,0,517,397
阿尔比恩,HMS Albion,5,206073,6,1913,0,0,88,141,60,0,32,19,29663,0,0,1096,1002,417,0,517,397
阿尔比恩,HMS Albion,6,206074,6,2722,0,0,125,202,60,0,32,19,29663,0,0,1096,1002,417,0,517,397
忒修斯,HMS Theseus,3,206081,6,826,0,0,49,81,61,0,32,18,22166,0,0,1072,997,422,0,511,380
忒修斯,HMS Theseus,4,206082,6,1027,0,0,61,101,61,0,32,18,22166,0,0,1072,997,422,0,511,380
忒修斯,HMS Theseus,5,206083,6,1430,0,0,85,141,61,0,32,18,22166,0,0,1072,997,422,0,511,380
忒修斯,HMS Theseus,6,206084,6,2034,0,0,122,201,61,0,32,18,22166,0,0,1072,997,422,0,511,380
独角兽.改,HMS Unicorn,5,206134,6,2192,0,0,124,142,66,0,27,18,23893,0,0,1085,763,462,0,441,375
鹰,HMS Eagle,2,207011,7,1024,40,0,58,70,41,0,29,10,27908,548,0,1238,894,288,0,470,292
鹰,HMS Eagle,3,207012,7,1274,50,0,72,87,41,0,29,10,27908,548,0,1238,894,288,0,470,292
鹰,HMS Eagle,4,207013,7,1773,69,0,101,122,41,0,29,10,27908,548,0,1238,894,288,0,470,292
鹰,HMS Eagle,5,207014,7,2522,99,0,143,174,41,0,29,10,27908,548,0,1238,894,288,0,470,292
皇家方舟,HMS Ark Royal,2,207021,7,1027,0,0,58,76,43,0,35,13,27160,0,0,1238,954,301,0,516,316
皇家方舟,HMS Ark Royal,3,207022,7,1278,0,0,72,95,43,0,35,13,27160,0,0,1238,954,301,0,516,316
皇家方舟,HMS Ark Royal,4,207023,7,1779,0,0,101,132,43,0,35,13,27160,0,0,1238,954,301,0,516,316
皇家方舟,HMS Ark Royal,5,207024,7,2530,0,0,143,189,43,0,35,13,27160,0,0,1238,954,301,0,516,316
光辉,HMS Illustrious,3,207031,7,1123,0,0,56,76,43,0,31,13,28771,0,0,1195,954,301,0,462,316
光辉,HMS Illustrious,4,207032,7,1397,0,0,70,95,43,0,31,13,28771,0,0,1195,954,301,0,462,316
光辉,HMS Illustrious,5,207033,7,1945,0,0,97,132,43,0,31,13,28771,0,0,1195,954,301,0,462,316
光辉,HMS Illustrious,6,207034,7,2766,0,0,138,189,43,0,31,13,28771,0,0,1195,954,301,0,462,316
胜利,HMS Victorious,3,207041,7,1053,0,0,54,78,38,0,31,13,27848,0,0,1167,975,266,0,456,316
胜利,HMS Victorious,4,207042,7,1310,0,0,67,97,38,0,31,13,27848,0,0,1167,975,266,0,456,316
胜利,HMS Victorious,5,207043,7,1824,0,0,94,136,38,0,31,13,27848,0,0,1167,975,266,0,456,316
胜利,HMS Victorious,6,207044,7,2594,0,0,134,194,38,0,31,13,27848,0,0,1167,975,266,0,456,316
可畏,HMS Formidable,3,207051,7,1090,0,0,54,79,43,0,31,12,28824,0,0,1167,979,301,0,456,309
可畏,HMS Formidable,4,207052,7,1356,0,0,67,98,43,0,31,12,28824,0,0,1167,979,301,0,456,309
可畏,HMS Formidable,5,207053,7,1888,0,0,94,137,43,0,31,12,28824,0,0,1167,979,301,0,456,309
可畏,HMS Formidable,6,207054,7,2685,0,0,134,196,43,0,31,12,28824,0,0,1167,979,301,0,456,309
光荣,HMS Glorious,2,207061,7,1062,0,0,55,68,40,0,30,12,28072,0,0,1179,876,279,0,450,309
光荣,HMS Glorious,3,207062,7,1321,0,0,68,85,40,0,30,12,28072,0,0,1179,876,279,0,450,309
光荣,HMS Glorious,4,207063,7,1839,0,0,95,118,40,0,30,12,28072,0,0,1179,876,279,0,450,309
光荣,HMS Glorious,5,207064,7,2616,0,0,136,169,40,0,30,12,28072,0,0,1179,876,279,0,450,309
怨仇,HMS Implacable,3,207071,7,1151,0,0,62,84,46,0,32,13,30428,0,0,1314,1026,322,0,481,327
怨仇,HMS Implacable,4,207072,7,1432,0,0,77,105,46,0,32,13,30428,0,0,1314,1026,322,0,481,327
怨仇,HMS Implacable,5,207073,7,1993,0,0,108,146,46,0,32,13,30428,0,0,1314,1026,322,0,481,327
怨仇,HMS Implacable,6,207074,7,2835,0,0,153,209,46,0,32,13,30428,0,0,1314,1026,322,0,481,327
小光辉,HMS Illustrious,2,207091,7,1018,0,0,50,72,41,0,29,13,26072,0,0,1080,914,282,0,433,316
小光辉,HMS Illustrious,3,207092,7,1266,0,0,62,90,41,0,29,13,26072,0,0,1080,914,282,0,433,316
小光辉,HMS Illustrious,4,207093,7,1763,0,0,87,125,41,0,29,13,26072,0,0,1080,914,282,0,433,316
小光辉,HMS Illustrious,5,207094,7,2507,0,0,123,179,41,0,29,13,26072,0,0,1080,914,282,0,433,316
光辉(μ兵装),HMS Illustrious,3,207111,7,1115,0,0,55,77,43,0,31,13,28561,0,0,1187,967,301,0,462,316
光辉(μ兵装),HMS Illustrious,4,207112,7,1387,0,0,69,96,43,0,31,13,28561,0,0,1187,967,301,0,462,316
光辉(μ兵装),HMS Illustrious,5,207113,7,1931,0,0,96,134,43,0,31,13,28561,0,0,1187,967,301,0,462,316
光辉(μ兵装),HMS Illustrious,6,207114,7,2746,0,0,136,192,43,0,31,13,28561,0,0,1187,967,301,0,462,316
不挠,HMS Indomitable,3,207121,7,1090,0,0,58,82,44,0,32,13,27931,0,0,1245,1010,307,0,480,316
不挠,HMS Indomitable,4,207122,7,1356,0,0,72,102,44,0,32,13,27931,0,0,1245,1010,307,0,480,316
不挠,HMS Indomitable,5,207123,7,1888,0,0,101,143,44,0,32,13,27931,0,0,1245,1010,307,0,480,316
不挠,HMS Indomitable,6,207124,7,2685,0,0,144,204,44,0,32,13,27931,0,0,1245,1010,307,0,480,316
小可畏,HMS Formidable,2,207131,7,1050,0,0,52,76,42,0,31,12,26912,0,0,1131,953,291,0,458,309
小可畏,HMS Formidable,3,207132,7,1306,0,0,65,95,42,0,31,12,26912,0,0,1131,953,291,0,458,309
小可畏,HMS Formidable,4,207133,7,1819,0,0,91,132,42,0,31,12,26912,0,0,1131,953,291,0,458,309
小可畏,HMS Formidable,5,207134,7,2587,0,0,129,189,42,0,31,12,26912,0,0,1131,953,291,0,458,309
黑暗界,HMS Erebus,2,213011,13,587,52,0,32,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
黑暗界,HMS Erebus,3,213012,13,730,65,0,40,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
黑暗界,HMS Erebus,4,213013,13,1017,91,0,55,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
黑暗界,HMS Erebus,5,213014,13,1446,130,0,79,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
恐怖,HMS Terror,2,213021,13,587,52,0,32,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
恐怖,HMS Terror,3,213022,13,730,65,0,40,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
恐怖,HMS Terror,4,213023,13,1017,91,0,55,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
恐怖,HMS Terror,5,213024,13,1446,130,0,79,0,53,0,28,11,16726,709,0,696,0,372,0,408,393
阿贝克隆比,HMS Abercrombie,2,213041,13,609,53,0,34,0,54,0,28,11,17346,718,0,741,0,378,0,413,398
阿贝克隆比,HMS Abercrombie,3,213042,13,758,66,0,42,0,54,0,28,11,17346,718,0,741,0,378,0,413,398
阿贝克隆比,HMS Abercrombie,4,213043,13,1055,92,0,59,0,54,0,28,11,17346,718,0,741,0,378,0,413,398
阿贝克隆比,HMS Abercrombie,5,213044,13,1500,132,0,84,0,54,0,28,11,17346,718,0,741,0,378,0,413,398
海王星,HMS Neptune,3,299011,2,815,32,67,69,0,60,0,54,28,19890,700,1404,1445,0,418,0,803,542
海王星,HMS Neptune,4,299012,2,815,32,67,69,0,60,0,54,28,19890,700,1404,1445,0,418,0,803,542
海王星,HMS Neptune,5,299013,2,815,32,67,69,0,60,0,54,28,19890,700,1404,1445,0,418,0,803,542
海王星,HMS Neptune,6,299014,2,815,32,67,69,0,60,0,54,28,19890,700,1404,1445,0,418,0,803,542
君主,HMS Monarch,3,299021,5,1334,83,0,43,0,62,0,21,7,35547,1638,0,937,0,430,0,348,222
君主,HMS Monarch,4,299022,5,1334,83,0,43,0,62,0,21,7,35547,1638,0,937,0,430,0,348,222
君主,HMS Monarch,5,299023,5,1334,83,0,43,0,62,0,21,7,35547,1638,0,937,0,430,0,348,222
君主,HMS Monarch,6,299024,5,1334,83,0,43,0,62,0,21,7,35547,1638,0,937,0,430,0,348,222
柴郡,HMS Cheshire,3,299031,3,888,53,39,79,0,57,0,43,6,22383,1139,843,1611,0,399,0,671,429
柴郡,HMS Cheshire,4,299032,3,888,53,39,79,0,57,0,43,6,22383,1139,843,1611,0,399,0,671,429
柴郡,HMS Cheshire,5,299033,3,888,53,39,79,0,57,0,43,6,22383,1139,843,1611,0,399,0,671,429
柴郡,HMS Cheshire,6,299034,3,888,53,39,79,0,57,0,43,6,22383,1139,843,1611,0,399,0,671,429
德雷克,HMS Drake,3,299041,3,970,54,46,54,0,51,0,48,6,24853,1170,998,1170,0,355,0,747,423
德雷克,HMS Drake,4,299042,3,970,54,46,54,0,51,0,48,6,24853,1170,998,1170,0,355,0,747,423
德雷克,HMS Drake,5,299043,3,970,54,46,54,0,51,0,48,6,24853,1170,998,1170,0,355,0,747,423
德雷克,HMS Drake,6,299044,3,970,54,46,54,0,51,0,48,6,24853,1170,998,1170,0,355,0,747,423
普利茅斯,HMS Plymouth,3,299051,2,930,36,75,63,0,66,0,60,29,24771,793,1550,1340,0,457,0,913,554
普利茅斯,HMS Plymouth,4,299052,2,930,36,75,63,0,66,0,60,29,24771,793,1550,1340,0,457,0,913,554
普利茅斯,HMS Plymouth,5,299053,2,930,36,75,63,0,66,0,60,29,24771,793,1550,1340,0,457,0,913,554
普利茅斯,HMS Plymouth,6,299054,2,930,36,75,63,0,66,0,60,29,24771,793,1550,1340,0,457,0,913,554
吹雪,IJN Fubuki,2,301011,1,290,12,98,27,0,78,0,67,71,8257,160,1176,598,0,546,0,1032,1306
吹雪,IJN Fubuki,3,301012,1,361,15,122,34,0,78,0,67,71,8257,160,1176,598,0,546,0,1032,1306
吹雪,IJN Fubuki,4,301013,1,502,21,171,47,0,78,0,67,71,8257,160,1176,598,0,546,0,1032,1306
吹雪,IJN Fubuki,5,301014,1,714,29,244,67,0,78,0,67,71,8257,160,1176,598,0,546,0,1032,1306
白雪,IJN Shirayuki,2,301021,1,290,13,98,27,0,78,0,67,72,8257,174,1171,598,0,546,0,1032,1332
白雪,IJN Shirayuki,3,301022,1,361,16,122,34,0,78,0,67,72,8257,174,1171,598,0,546,0,1032,1332
白雪,IJN Shirayuki,4,301023,1,502,22,171,47,0,78,0,67,72,8257,174,1171,598,0,546,0,1032,1332
白雪,IJN Shirayuki,5,301024,1,714,32,243,67,0,78,0,67,72,8257,174,1171,598,0,546,0,1032,1332
深雪,IJN Miyuki,2,301041,1,290,12,98,27,0,78,0,67,72,8257,166,1175,598,0,546,0,1032,1332
深雪,IJN Miyuki,3,301042,1,361,15,122,34,0,78,0,67,72,8257,166,1175,598,0,546,0,1032,1332
深雪,IJN Miyuki,4,301043,1,502,21,171,47,0,78,0,67,72,8257,166,1175,598,0,546,0,1032,1332
深雪,IJN Miyuki,5,301044,1,714,30,244,67,0,78,0,67,72,8257,166,1175,598,0,546,0,1032,1332
绫波,IJN Ayanami,2,301051,1,290,12,98,27,0,78,0,67,72,8257,167,1176,598,0,546,0,1032,1332
绫波,IJN Ayanami,3,301052,1,361,15,122,34,0,78,0,67,72,8257,167,1176,598,0,546,0,1032,1332
绫波,IJN Ayanami,4,301053,1,502,21,171,47,0,78,0,67,72,8257,167,1176,598,0,546,0,1032,1332
绫波,IJN Ayanami,5,301054,1,714,30,244,67,0,78,0,67,72,8257,167,1176,598,0,546,0,1032,1332
晓,IJN Akatsuki,2,301091,1,282,11,95,28,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
晓,IJN Akatsuki,3,301092,1,351,14,119,35,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
晓,IJN Akatsuki,4,301093,1,488,19,166,49,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
晓,IJN Akatsuki,5,301094,1,694,28,236,69,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
响,IJN Hibiki,2,301101,1,290,12,101,29,0,79,0,65,72,8257,160,1212,629,0,551,0,1006,1332
响,IJN Hibiki,3,301102,1,361,15,126,36,0,79,0,65,72,8257,160,1212,629,0,551,0,1006,1332
响,IJN Hibiki,4,301103,1,502,21,176,50,0,79,0,65,72,8257,160,1212,629,0,551,0,1006,1332
响,IJN Hibiki,5,301104,1,714,29,251,71,0,79,0,65,72,8257,160,1212,629,0,551,0,1006,1332
雷,IJN Ikazuchi,2,301111,1,282,11,95,28,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
雷,IJN Ikazuchi,3,301112,1,351,14,119,35,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
雷,IJN Ikazuchi,4,301113,1,488,19,166,49,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
雷,IJN Ikazuchi,5,301114,1,694,28,236,69,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
电,IJN Inazuma,2,301121,1,282,11,95,28,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
电,IJN Inazuma,3,301122,1,351,14,119,35,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
电,IJN Inazuma,4,301123,1,488,19,166,49,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
电,IJN Inazuma,5,301124,1,694,28,236,69,0,77,0,65,72,8025,154,1138,612,0,538,0,1006,1332
白露,IJN Shiratsuyu,2,301131,1,276,12,98,28,0,72,0,67,71,7866,166,1176,612,0,503,0,1026,1301
白露,IJN Shiratsuyu,3,301132,1,343,15,122,35,0,72,0,67,71,7866,166,1176,612,0,503,0,1026,1301
白露,IJN Shiratsuyu,4,301133,1,478,21,171,49,0,72,0,67,71,7866,166,1176,612,0,503,0,1026,1301
白露,IJN Shiratsuyu,5,301134,1,680,30,244,69,0,72,0,67,71,7866,166,1176,612,0,503,0,1026,1301
夕立,IJN Yūdachi,3,301141,1,295,13,105,29,0,83,0,70,71,8397,179,1256,642,0,578,0,1076,1301
夕立,IJN Yūdachi,4,301142,1,367,16,131,36,0,83,0,70,71,8397,179,1256,642,0,578,0,1076,1301
夕立,IJN Yūdachi,5,301143,1,511,23,183,51,0,83,0,70,71,8397,179,1256,642,0,578,0,1076,1301
夕立,IJN Yūdachi,6,301144,1,726,32,261,72,0,83,0,70,71,8397,179,1256,642,0,578,0,1076,1301
时雨,IJN Shigure,2,301151,1,284,12,101,28,0,78,0,67,71,8095,170,1212,615,0,543,0,1026,1301
时雨,IJN Shigure,3,301152,1,353,15,126,35,0,78,0,67,71,8095,170,1212,615,0,543,0,1026,1301
时雨,IJN Shigure,4,301153,1,492,21,176,49,0,78,0,67,71,8095,170,1212,615,0,543,0,1026,1301
时雨,IJN Shigure,5,301154,1,700,30,251,69,0,78,0,67,71,8095,170,1212,615,0,543,0,1026,1301
雪风,IJN Yukikaze,3,301161,1,359,13,101,30,0,82,0,71,71,10221,174,1215,656,0,571,0,1100,1320
雪风,IJN Yukikaze,4,301162,1,447,16,126,37,0,82,0,71,71,10221,174,1215,656,0,571,0,1100,1320
雪风,IJN Yukikaze,5,301163,1,622,22,176,52,0,82,0,71,71,10221,174,1215,656,0,571,0,1100,1320
雪风,IJN Yukikaze,6,301164,1,884,32,252,74,0,82,0,71,71,10221,174,1215,656,0,571,0,1100,1320
阳炎,IJN Kagerō,2,301171,1,304,12,99,28,0,74,0,67,71,8656,166,1181,612,0,513,0,1037,1320
阳炎,IJN Kagerō,3,301172,1,378,15,123,35,0,74,0,67,71,8656,166,1181,612,0,513,0,1037,1320
阳炎,IJN Kagerō,4,301173,1,526,21,172,49,0,74,0,67,71,8656,166,1181,612,0,513,0,1037,1320
阳炎,IJN Kagerō,5,301174,1,749,30,245,69,0,74,0,67,71,8656,166,1181,612,0,513,0,1037,1320
不知火,IJN Shiranui,1,301181,1,298,12,97,27,0,72,0,67,71,8487,163,1157,590,0,503,0,1037,1320
不知火,IJN Shiranui,2,301182,1,371,15,121,34,0,72,0,67,71,8487,163,1157,590,0,503,0,1037,1320
不知火,IJN Shiranui,3,301183,1,516,21,169,47,0,72,0,67,71,8487,163,1157,590,0,503,0,1037,1320
不知火,IJN Shiranui,4,301184,1,734,29,240,67,0,72,0,67,71,8487,163,1157,590,0,503,0,1037,1320
野分,IJN Nowaki,2,301201,1,346,12,101,29,0,77,0,70,71,9847,170,1215,629,0,538,0,1076,1306
野分,IJN Nowaki,3,301202,1,430,15,126,36,0,77,0,70,71,9847,170,1215,629,0,538,0,1076,1306
野分,IJN Nowaki,4,301203,1,599,21,176,50,0,77,0,70,71,9847,170,1215,629,0,538,0,1076,1306
野分,IJN Nowaki,5,301204,1,852,30,252,71,0,77,0,70,71,9847,170,1215,629,0,538,0,1076,1306
初春,IJN Hatsuharu,2,301211,1,286,11,92,27,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初春,IJN Hatsuharu,3,301212,1,356,14,115,34,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初春,IJN Hatsuharu,4,301213,1,495,19,161,47,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初春,IJN Hatsuharu,5,301214,1,704,27,229,67,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
若叶,IJN Wakaba,2,301231,1,286,11,92,27,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
若叶,IJN Wakaba,3,301232,1,356,14,115,34,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
若叶,IJN Wakaba,4,301233,1,495,19,161,47,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
若叶,IJN Wakaba,5,301234,1,704,27,229,67,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初霜,IJN Hatsushimo,2,301241,1,286,11,92,27,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初霜,IJN Hatsushimo,3,301242,1,356,14,115,34,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初霜,IJN Hatsushimo,4,301243,1,495,19,161,47,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
初霜,IJN Hatsushimo,5,301244,1,704,27,229,67,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
有明,IJN Ariake,2,301251,1,286,11,92,27,0,72,0,66,71,8142,151,1105,593,0,501,0,1013,1320
